item,itemLabel,alias
http://www.wikidata.org/entity/Q1004751,Count Felix of Monpezat,Felix Henrik Valdemar Christian
http://www.wikidata.org/entity/Q1004751,Count Felix of Monpezat,Felix Henrik Valdemar Christian of Monpezat
http://www.wikidata.org/entity/Q1004751,Count Felix of Monpezat,"Felix Henrik Valdemar Christian, Prince of Denmark"
http://www.wikidata.org/entity/Q1004751,Count Felix of Monpezat,Prince Felix Henrik Valdemar Christian of Denmark
http://www.wikidata.org/entity/Q1004751,Count Felix of Monpezat,"Prince Felix Henrik Valdemar Christian of Denmark, Count of Monpezat"
http://www.wikidata.org/entity/Q1004751,Count Felix of Monpezat,Prince Felix of Denmark
http://www.wikidata.org/entity/Q1004751,Count Felix of Monpezat,"Prince Felix of Denmark, Count of Monpezat"
http://www.wikidata.org/entity/Q1009513,"George Windsor, Earl of St Andrews",George Philip Nicholas Windsor
http://www.wikidata.org/entity/Q1009513,"George Windsor, Earl of St Andrews","George Philip Nicholas Windsor, Earl of St Andrews"
http://www.wikidata.org/entity/Q1009513,"George Windsor, Earl of St Andrews","George Philip Nicholas Windsor, Earl of St. Andrews"
http://www.wikidata.org/entity/Q1009513,"George Windsor, Earl of St Andrews",George St Andrews
http://www.wikidata.org/entity/Q1009513,"George Windsor, Earl of St Andrews",George St. Andrews
http://www.wikidata.org/entity/Q1009513,"George Windsor, Earl of St Andrews",George Windsor
http://www.wikidata.org/entity/Q1032270,Archduke Ferdinand Zvonimir of Austria,Ferdinand Erzherzog von Österreich
http://www.wikidata.org/entity/Q1032270,Archduke Ferdinand Zvonimir of Austria,Ferdinand Habsburg
http://www.wikidata.org/entity/Q1032270,Archduke Ferdinand Zvonimir of Austria,Ferdinand Zvonimir Maria Balthus Keith Michael Otto Antal Bahnam Leonhard von Habsburg-Lothringen
http://www.wikidata.org/entity/Q1040807,Lady Sarah Chatto,Lady Sarah Frances Elizabeth Armstrong-Jones
http://www.wikidata.org/entity/Q1040807,Lady Sarah Chatto,Lady Sarah Frances Elizabeth Chatto
http://www.wikidata.org/entity/Q1040807,Lady Sarah Chatto,Sarah Armstrong-Jones
http://www.wikidata.org/entity/Q1040807,Lady Sarah Chatto,Sarah Frances Elizabeth Armstrong-Jones
http://www.wikidata.org/entity/Q1040807,Lady Sarah Chatto,Sarah Frances Elizabeth Chatto
http://www.wikidata.org/entity/Q1061685,Princess Alexia of the Netherlands,Alexia Juliana Marcela Laurentien
http://www.wikidata.org/entity/Q1061685,Princess Alexia of the Netherlands,Alexia Juliana Marcela Laurentien of the Netherlands
http://www.wikidata.org/entity/Q1061685,Princess Alexia of the Netherlands,Alexia of the Netherlands
http://www.wikidata.org/entity/Q1061685,Princess Alexia of the Netherlands,Alexia van Oranje-Nassau
http://www.wikidata.org/entity/Q1061685,Princess Alexia of the Netherlands,Princess Alexia Juliana Marcela Laurentien of the Netherlands
http://www.wikidata.org/entity/Q1061685,Princess Alexia of the Netherlands,"Princess Alexia of the Netherlands, Princess of Orange-Nassau"
http://www.wikidata.org/entity/Q1076063,Princess Ariane of the Netherlands,Ariane of the Netherlands
http://www.wikidata.org/entity/Q1076063,Princess Ariane of the Netherlands,Ariane van Amsberg
http://www.wikidata.org/entity/Q1076063,Princess Ariane of the Netherlands,Ariane van Oranje-Nassau
http://www.wikidata.org/entity/Q1076063,Princess Ariane of the Netherlands,Ariane Wilhelmina Máxima Ines of the Netherlands
http://www.wikidata.org/entity/Q1076063,Princess Ariane of the Netherlands,Ariane Wilhelmina Máxima Ines van Amsberg
http://www.wikidata.org/entity/Q1076063,Princess Ariane of the Netherlands,Ariane Wilhelmina Máxima Inez van Amsberg
http://www.wikidata.org/entity/Q1076063,Princess Ariane of the Netherlands,"Princess Ariane of the Netherlands, Princess of Orange-Nassau"
http://www.wikidata.org/entity/Q1076063,Princess Ariane of the Netherlands,Princess Ariane Wilhelmina Máxima Ines of the Netherlands
http://www.wikidata.org/entity/Q1076063,Princess Ariane of the Netherlands,"Princess Ariane Wilhelmina Máxima Ines of the Netherlands, Princess of Orange-Nassau"
http://www.wikidata.org/entity/Q1091237,"David Armstrong-Jones, 2nd Earl of Snowdon",David Linley
http://www.wikidata.org/entity/Q1091237,"David Armstrong-Jones, 2nd Earl of Snowdon","David Albert Charles Armstrong-Jones, 2nd Earl of Snowdon"
http://www.wikidata.org/entity/Q1091237,"David Armstrong-Jones, 2nd Earl of Snowdon","David Armstrong-Jones, Viscount Linley"
http://www.wikidata.org/entity/Q1091237,"David Armstrong-Jones, 2nd Earl of Snowdon",David Snowdon
http://www.wikidata.org/entity/Q1091237,"David Armstrong-Jones, 2nd Earl of Snowdon",Viscount Linley
http://www.wikidata.org/entity/Q1149075,"William Leveson-Gower, 4th Earl Granville",Hon. William Leveson-Gower
http://www.wikidata.org/entity/Q1149075,"William Leveson-Gower, 4th Earl Granville",Hon. William Spencer Leveson-Gower
http://www.wikidata.org/entity/Q1149075,"William Leveson-Gower, 4th Earl Granville",Vice-Adm. William Spencer Leveson-Gower
http://www.wikidata.org/entity/Q1149075,"William Leveson-Gower, 4th Earl Granville",William Leveson-Gower
http://www.wikidata.org/entity/Q1149075,"William Leveson-Gower, 4th Earl Granville",William Spencer Leveson-Gower
http://www.wikidata.org/entity/Q1208034,Princess Alexandra of Hanover,Alexandra Charlotte Ulrike Maryam Virginia of Hannover
http://www.wikidata.org/entity/Q1208034,Princess Alexandra of Hanover,Alexandra Charlotte Ulrike Maryam Virginia Princess of Hanover
http://www.wikidata.org/entity/Q1208034,Princess Alexandra of Hanover,Alexandra Charlotte Ulrike Maryam Virginia Prinzessin von Hannover
http://www.wikidata.org/entity/Q1208034,Princess Alexandra of Hanover,Alexandra of Hanover
http://www.wikidata.org/entity/Q1208034,Princess Alexandra of Hanover,Alexandra Princess of Hanover
http://www.wikidata.org/entity/Q1208034,Princess Alexandra of Hanover,Alexandra Prinzessin von Hannover
http://www.wikidata.org/entity/Q1208034,Princess Alexandra of Hanover,Princess Alexandra Charlotte Ulrike Maryam Virginia of Hannover
http://www.wikidata.org/entity/Q1208034,Princess Alexandra of Hanover,Princess Alexandra Charlotte Ulrike Maryam Virginia of Hanover
http://www.wikidata.org/entity/Q1210791,Prince Christoph of Schleswig-Holstein,Christoph Herzog zu Schleswig-Holstein-Sonderburg-Glücksburg
http://www.wikidata.org/entity/Q1210791,Prince Christoph of Schleswig-Holstein,Christoph of Schleswig-Holstein
http://www.wikidata.org/entity/Q1210791,Prince Christoph of Schleswig-Holstein,Christoph Prinz zu Schleswig-Holstein
http://www.wikidata.org/entity/Q1212263,Princess Maria of Romania,Mia
http://www.wikidata.org/entity/Q1212263,Princess Maria of Romania,Maria de Roumanie
http://www.wikidata.org/entity/Q1212263,Princess Maria of Romania,The Princess Maria
http://www.wikidata.org/entity/Q1212263,Princess Maria of Romania,The Princess Maria of Romania
http://www.wikidata.org/entity/Q1217757,Lord Nicholas Windsor,Lord Nicholas Charles Edward Jonathan Windsor
http://www.wikidata.org/entity/Q1217757,Lord Nicholas Windsor,Nicholas Charles Edward Jonathan Windsor
http://www.wikidata.org/entity/Q1217757,Lord Nicholas Windsor,Nicholas Windsor
http://www.wikidata.org/entity/Q1276954,Baroness Francesca Thyssen-Bornemisza,Baroness Francesca von Thyssen-Bornemisza
http://www.wikidata.org/entity/Q1276954,Baroness Francesca Thyssen-Bornemisza,Francesca Thyssen-Bornemisza
http://www.wikidata.org/entity/Q1276954,Baroness Francesca Thyssen-Bornemisza,Francesca von Habsburg
http://www.wikidata.org/entity/Q1276954,Baroness Francesca Thyssen-Bornemisza,Franziska Baronin von Thyssen-Bornemisza
http://www.wikidata.org/entity/Q1332391,Infante Gonzalo of Spain,"Gonzalo Manuel Maria Bernado de Borbón y Battenberg, Infante de España"
http://www.wikidata.org/entity/Q922418,Princess Maria Pia of Savoy,Maria Pia di Savoia
http://www.wikidata.org/entity/Q922418,Princess Maria Pia of Savoy,"Maria Pia di Savoia-Carignano, Principessa d'Italia"
http://www.wikidata.org/entity/Q930013,Michael I of Romania,Michael I
http://www.wikidata.org/entity/Q930013,Michael I of Romania,King Michael I
http://www.wikidata.org/entity/Q930013,Michael I of Romania,King Michael I of Romania
http://www.wikidata.org/entity/Q930013,Michael I of Romania,King Michael I of the Romanians
http://www.wikidata.org/entity/Q930013,Michael I of Romania,Michael I of the Romanians
http://www.wikidata.org/entity/Q946985,Prince Gonzalo de Bourbon,Gonzalo de Borbón y de Dampierre
http://www.wikidata.org/entity/Q946985,Prince Gonzalo de Bourbon,"Prince Gonzalo, Duke of Aquitaine"
http://www.wikidata.org/entity/Q962762,Princess Louise of Orléans,Princess Louise of Orleans
http://www.wikidata.org/entity/Q969754,"Ferdinand d'Orléans, Duke of Montpensier","Ferdinand François Philippe Marie Laurent d'Orléans, Duc de Montpensier"
http://www.wikidata.org/entity/Q970135,Roger Marie Vincent Philippe Lévêque de Vilmorin,Р.Вильм.
http://www.wikidata.org/entity/Q970135,Roger Marie Vincent Philippe Lévêque de Vilmorin,Роже де Вильморен
http://www.wikidata.org/entity/Q970135,Roger Marie Vincent Philippe Lévêque de Vilmorin,Роже Мари Венсан Филипп Левек де Вильморен
http://www.wikidata.org/entity/Q978898,Pedro Luiz de Orleans e Bragança,Pedro Luis of Orleans-Braganza
http://www.wikidata.org/entity/Q978898,Pedro Luiz de Orleans e Bragança,Pedro Luís van Orléans-Braganza
http://www.wikidata.org/entity/Q978898,Pedro Luiz de Orleans e Bragança,Pedro Luiz of Orléans-Braganza
http://www.wikidata.org/entity/Q1386944,Mike Tindall,Michael Tindall
http://www.wikidata.org/entity/Q1386944,Mike Tindall,Michael James Tindall
http://www.wikidata.org/entity/Q1389258,"Henrik, Prince Consort of Denmark",Henrik
http://www.wikidata.org/entity/Q1389258,"Henrik, Prince Consort of Denmark",Enric de Monpezat
http://www.wikidata.org/entity/Q1389258,"Henrik, Prince Consort of Denmark",Henri de Monpezat
http://www.wikidata.org/entity/Q1389258,"Henrik, Prince Consort of Denmark",Henri Marie Jean Andre de Laborde de Monpezat
http://www.wikidata.org/entity/Q1389258,"Henrik, Prince Consort of Denmark",Henri Marie Jean André de Laborde de Monpezat
http://www.wikidata.org/entity/Q1389258,"Henrik, Prince Consort of Denmark","Henri Marie Jean André de Laborde de Monpezat, Comte de Laborde de Monpezat"
http://www.wikidata.org/entity/Q1389258,"Henrik, Prince Consort of Denmark",Prince Henrik of Denmark
http://www.wikidata.org/entity/Q1429306,Princess Isabella of Denmark,Isabella Henrietta Ingrid Margrethe
http://www.wikidata.org/entity/Q1429306,Princess Isabella of Denmark,"Isabella Henrietta Ingrid Margrethe, Princess of Denmark"
http://www.wikidata.org/entity/Q1429306,Princess Isabella of Denmark,"Princess Isabella Henrietta Ingrid Margrethe of Denmark, Countess of Monpezat"
http://www.wikidata.org/entity/Q1429306,Princess Isabella of Denmark,"Princess Isabella of Denmark, Countess of Monpezat"
http://www.wikidata.org/entity/Q1468375,Princess Sophie of Romania,Princess Sofia of Romania
http://www.wikidata.org/entity/Q1468375,Princess Sophie of Romania,Sophie de Roumanie
http://www.wikidata.org/entity/Q1468375,Princess Sophie of Romania,The Princess Sofia of Romania
http://www.wikidata.org/entity/Q1468375,Princess Sophie of Romania,The Princess Sophie of Romania
http://www.wikidata.org/entity/Q1772615,Countess Eloise of Orange-Nassau,Eloise Sophie Beatrix Laurence
http://www.wikidata.org/entity/Q1772615,Countess Eloise of Orange-Nassau,Eloise Sophie Beatrix Laurence van Oranje-Nassau van Amsberg Gravin van Oranje-Nassau
http://www.wikidata.org/entity/Q1772615,Countess Eloise of Orange-Nassau,Eloise van Oranje-Nassau van Amsberg
http://www.wikidata.org/entity/Q1781299,Prince Dimitri Karađorđević,Dimitri Karađorđević
http://www.wikidata.org/entity/Q1781299,Prince Dimitri Karađorđević,Dimitri Nicolas Paul Georg Maria Karageorgievich
http://www.wikidata.org/entity/Q1781299,Prince Dimitri Karađorđević,prince Dimitri Karađorđević
http://www.wikidata.org/entity/Q1781299,Prince Dimitri Karađorđević,Prince Dimitri Umberto Anton Peter Maria of Yugoslavia
http://www.wikidata.org/entity/Q1797936,"Gustav, 7th Prince of Sayn-Wittgenstein-Berleburg",Gustav Frederik Philip Richard of Sayn-Wittgenstein-Berleburg
http://www.wikidata.org/entity/Q1797936,"Gustav, 7th Prince of Sayn-Wittgenstein-Berleburg",Gustav Frederik Philip Richard Prinz zu Sayn-Wittgenstein-Berleburg
http://www.wikidata.org/entity/Q1797936,"Gustav, 7th Prince of Sayn-Wittgenstein-Berleburg",Gustav of Sayn-Wittgenstein-Berleburg
http://www.wikidata.org/entity/Q1797936,"Gustav, 7th Prince of Sayn-Wittgenstein-Berleburg",Gustav Prinz zu Sayn-Wittgenstein-Berleburg
http://www.wikidata.org/entity/Q1797936,"Gustav, 7th Prince of Sayn-Wittgenstein-Berleburg","Prince Gustav, 7th Prince of Sayn-Wittgenstein-Berleburg"
http://www.wikidata.org/entity/Q1797989,Princess Alexandra of Sayn-Wittgenstein-Berleburg,Alexandra of Sayn-Wittgenstein-Berleburg
http://www.wikidata.org/entity/Q1797989,Princess Alexandra of Sayn-Wittgenstein-Berleburg,Alexandra Rosemarie Ingrid Benedikte of Sayn-Wittgenstein-Berleburg
http://www.wikidata.org/entity/Q1797989,Princess Alexandra of Sayn-Wittgenstein-Berleburg,Alexandra Rosemarie Ingrid Benedikte Prinzessin zu Sayn-Wittgenstein-Berleburg
http://www.wikidata.org/entity/Q1797989,Princess Alexandra of Sayn-Wittgenstein-Berleburg,Princess Alexandra Rosemarie Ingrid Benedikte of Sayn-Wittgenstein-Berleburg
http://www.wikidata.org/entity/Q1850305,"Prince Carlo, Duke of Castro",Prince Carlo Maria Bernardo Gennaro of Bourbon-Two Sicilies
http://www.wikidata.org/entity/Q1850305,"Prince Carlo, Duke of Castro","Prince Carlo of Bourbon-Two Sicilies, The Duke of Castro"
http://www.wikidata.org/entity/Q1871533,Louis Alphonse de Bourbon,Louis XX
http://www.wikidata.org/entity/Q1871533,Louis Alphonse de Bourbon,Luis Alfonso de Borbón y de Martinez
http://www.wikidata.org/entity/Q1618862,Hilmar Bussche-Haddenhausen,Hilmar Freiherr von dem Bussche-Haddenhausen
http://www.wikidata.org/entity/Q1626864,Princess Claude d’Orléans,Princess Claude Marie Agnès Catherine d'Orléans
http://www.wikidata.org/entity/Q1626864,Princess Claude d’Orléans,"Princess Claude, Duchess of Aosta"
http://www.wikidata.org/entity/Q1640126,Prince Vincent of Denmark,"Prince Vincent Frederik Minik Alexander of Denmark, Count of Monpezat"
http://www.wikidata.org/entity/Q1640126,Prince Vincent of Denmark,"Prince Vincent of Denmark, Count of Monpezat"
http://www.wikidata.org/entity/Q1640126,Prince Vincent of Denmark,Vincent Frederik Minik Alexander
http://www.wikidata.org/entity/Q1640126,Prince Vincent of Denmark,"Vincent Frederik Minik Alexander, Prince of Denmark"
http://www.wikidata.org/entity/Q1699743,"John Dalrymple, 14th Earl of Stair","John David James Dalrymple, 14th Earl of Stair"
http://www.wikidata.org/entity/Q1699743,"John Dalrymple, 14th Earl of Stair",John Stair
http://www.wikidata.org/entity/Q1753485,Nicholas de Roumanie,Nicholas de Roumanie
http://www.wikidata.org/entity/Q1753485,Nicholas de Roumanie,Nicholas Michael de Roumanie
http://www.wikidata.org/entity/Q1753485,Nicholas de Roumanie,Nicholas Michael de Roumanie Medforth-Mills
http://www.wikidata.org/entity/Q1753485,Nicholas de Roumanie,Nicholas Michael de Roumanie-Medforth-Mills
http://www.wikidata.org/entity/Q1753485,Nicholas de Roumanie,Nicolae de Roumanie-Medforth-Mills
http://www.wikidata.org/entity/Q1753485,Nicholas de Roumanie,Nicolae Michael de Roumanie
http://www.wikidata.org/entity/Q1753485,Nicholas de Roumanie,Nicolae Michael de Roumanie-Medforth-Mills
http://www.wikidata.org/entity/Q1758535,"Patrick Bowes-Lyon, 15th Earl of Strathmore and Kinghorne","Patrick Bowes-Lyon, 15th and 2nd Earl of Strathmore and Kinghorne"
http://www.wikidata.org/entity/Q1765834,Princess Margarita de Bourbon de Parme,Margarita de Bourbon de Parme
http://www.wikidata.org/entity/Q1765834,Princess Margarita de Bourbon de Parme,Margarita Maria Beatriz de Bourbon de Parme
http://www.wikidata.org/entity/Q1765834,Princess Margarita de Bourbon de Parme,Margarita Maria Beatriz di Borbone-Parma
http://www.wikidata.org/entity/Q1765834,Princess Margarita de Bourbon de Parme,Princess Margarita Maria Beatriz de Bourbon de Parme
http://www.wikidata.org/entity/Q1765834,Princess Margarita de Bourbon de Parme,"Princess Margarita, Countess of Colorno"
http://www.wikidata.org/entity/Q2031618,"Prince Aimone, 6th Duke of Aosta","Prince Aimone, The 6th Duke of Aosta"
http://www.wikidata.org/entity/Q2031618,"Prince Aimone, 6th Duke of Aosta","Prince Aimone, The Duke of Aosta"
http://www.wikidata.org/entity/Q2036974,Countess Athena of Monpezat,Athena Marguerite Francoise Marie of Monpezat
http://www.wikidata.org/entity/Q2036974,Countess Athena of Monpezat,"Athena Marguerite Francoise Marie, Princess of Denmark"
http://www.wikidata.org/entity/Q2036974,Countess Athena of Monpezat,Countess Athena Marguerite Francoise Marie of Monpezat
http://www.wikidata.org/entity/Q2036974,Countess Athena of Monpezat,Princess Athena Marguerite Francoise Marie of Denmark
http://www.wikidata.org/entity/Q2036974,Countess Athena of Monpezat,"Princess Athena Marguerite Francoise Marie of Denmark, Countess of Monpezat"
http://www.wikidata.org/entity/Q2036974,Countess Athena of Monpezat,Princess Athena of Denmark
http://www.wikidata.org/entity/Q2036974,Countess Athena of Monpezat,"Princess Athena of Denmark, Countess of Monpezat"
http://www.wikidata.org/entity/Q2038298,James Lascelles,Hon. James Edward Lascelles
http://www.wikidata.org/entity/Q2038298,James Lascelles,Hon. James Lascelles
http://www.wikidata.org/entity/Q2038298,James Lascelles,James Edward Lascelles
http://www.wikidata.org/entity/Q2057996,Princess Luisa Maria of Belgium,Luisa Maria Anna Martine Pilar
http://www.wikidata.org/entity/Q2057996,Princess Luisa Maria of Belgium,"Luisa Maria de Belgique, Princesse de Belgique"
http://www.wikidata.org/entity/Q2057996,Princess Luisa Maria of Belgium,Luisa Maria van België
http://www.wikidata.org/entity/Q2071496,"Prince Amedeo, Hereditary Archduke of Austria-Este","Amedeo Marie de Belgique, Prince de Belgique"
http://www.wikidata.org/entity/Q1878458,Prince Bernhard of Orange-Nassau-Vollenhoven,"Bernhard Lucas Emmanuel of Orange-Nassau, van Vollenhoven"
http://www.wikidata.org/entity/Q1878458,Prince Bernhard of Orange-Nassau-Vollenhoven,"Bernhard Lucas Emmanuel van Vollenhoven, Prins van Oranje-Nassau"
http://www.wikidata.org/entity/Q1878458,Prince Bernhard of Orange-Nassau-Vollenhoven,"Bernhard of Orange-Nassau, van Vollenhoven"
http://www.wikidata.org/entity/Q1878458,Prince Bernhard of Orange-Nassau-Vollenhoven,"Bernhard van Oranje-Nassau, van Vollenhoven"
http://www.wikidata.org/entity/Q1878458,Prince Bernhard of Orange-Nassau-Vollenhoven,"Prince Bernhard Lucas Emmanuel of Orange-Nassau, van Vollenhoven"
http://www.wikidata.org/entity/Q1894917,"Princess Margaret, Hereditary Grand Duchess of Hesse and by Rhine",Hon. Margaret Campbell Geddes
http://www.wikidata.org/entity/Q1894917,"Princess Margaret, Hereditary Grand Duchess of Hesse and by Rhine",Margaret Campbell Geddes
http://www.wikidata.org/entity/Q1894917,"Princess Margaret, Hereditary Grand Duchess of Hesse and by Rhine","Margaret, Princess of Hesse and by Rhine"
http://www.wikidata.org/entity/Q1913939,"Prince Maximilian, Margrave of Baden",Maximilian Andreas Friedrich Gustav Ernst August Bernhard Prinz von Baden
http://www.wikidata.org/entity/Q1926723,Michael-Benedikt of Saxe-Weimar-Eisenach,Michael-Benedikt Prinz von Sachsen-Weimar-Eisenach
http://www.wikidata.org/entity/Q1936171,India Hicks,India Amanda Caroline Hicks
http://www.wikidata.org/entity/Q1938760,"Prince Alexander, Prince of Orange","Alexander, Prince of Orange"
http://www.wikidata.org/entity/Q1938760,"Prince Alexander, Prince of Orange",Prince Alexander of the Netherlands
http://www.wikidata.org/entity/Q1938760,"Prince Alexander, Prince of Orange","Prince Alexander of the Netherlands, The Prince of Orange"
http://www.wikidata.org/entity/Q1938760,"Prince Alexander, Prince of Orange","Prince Alexander of the Netherlands, The Prince of Orange, Prince of Orange-Nassau"
http://www.wikidata.org/entity/Q1938760,"Prince Alexander, Prince of Orange","Prince Alexander, The Prince of Orange, Prince of Orange-Nassau"
http://www.wikidata.org/entity/Q1948021,"Norton Knatchbull, 3rd Earl Mountbatten of Burma",Norton Brabourne
http://www.wikidata.org/entity/Q1948021,"Norton Knatchbull, 3rd Earl Mountbatten of Burma",Norton Knatchbull
http://www.wikidata.org/entity/Q1948021,"Norton Knatchbull, 3rd Earl Mountbatten of Burma","Norton Knatchbull, 8th Baron Brabourne"
http://www.wikidata.org/entity/Q1948021,"Norton Knatchbull, 3rd Earl Mountbatten of Burma","Norton Knatchbull, Lord Romsey"
http://www.wikidata.org/entity/Q1948021,"Norton Knatchbull, 3rd Earl Mountbatten of Burma","Norton Louis Philip Knatchbull, 3rd Earl Mountbatten of Burma"
http://www.wikidata.org/entity/Q1948021,"Norton Knatchbull, 3rd Earl Mountbatten of Burma","Norton Louis Philip Knatchbull, 8th Baron Brabourne"
http://www.wikidata.org/entity/Q1948021,"Norton Knatchbull, 3rd Earl Mountbatten of Burma","Norton Louis Philip Knatchbull, Lord Romsey"
http://www.wikidata.org/entity/Q1948021,"Norton Knatchbull, 3rd Earl Mountbatten of Burma",Norton Mountbatten
http://www.wikidata.org/entity/Q1948021,"Norton Knatchbull, 3rd Earl Mountbatten of Burma",Norton Romsey
http://www.wikidata.org/entity/Q1966130,Prince Philippos of Greece and Denmark,Philippos of Greece and Denmark
http://www.wikidata.org/entity/Q1966130,Prince Philippos of Greece and Denmark,"Philippos zu Schleswig-Holstein-Sonderburg-Glücksburg, Prince of Greece and Denmark"
http://www.wikidata.org/entity/Q1999473,Prince Pieter-Christiaan of Orange-Nassau-Vollenhoven,"Pieter-Christiaan Michiel van Vollenhoven, Prins van Oranje-Nassau"
http://www.wikidata.org/entity/Q1999473,Prince Pieter-Christiaan of Orange-Nassau-Vollenhoven,"Pieter-Christiaan van Oranje-Nassau, van Vollenhoven"
http://www.wikidata.org/entity/Q1999473,Prince Pieter-Christiaan of Orange-Nassau-Vollenhoven,Z.H. prins Pieter Christiaan
http://www.wikidata.org/entity/Q2001499,Princess Sibilla of Luxembourg,Sibilla
http://www.wikidata.org/entity/Q2001499,Princess Sibilla of Luxembourg,Sibilla Sandra Weiller
http://www.wikidata.org/entity/Q2010206,Marion Stein,Marion Thorpe
http://www.wikidata.org/entity/Q2010206,Marion Stein,Maria Stein
http://www.wikidata.org/entity/Q2010206,Marion Stein,"Maria Donata Nanetta Paulina Gustava Erwina Wilhelmine Lascelles, Countess of Harewood"
http://www.wikidata.org/entity/Q2010206,Marion Stein,Maria Donata Nanetta Paulina Gustava Erwina Wilhelmine Stein
http://www.wikidata.org/entity/Q2010206,Marion Stein,Maria Donata Nanetta Paulina Gustava Erwina Wilhelmine Thorpe
http://www.wikidata.org/entity/Q2010206,Marion Stein,Marion Harewood
http://www.wikidata.org/entity/Q2010206,Marion Stein,"Marion Lascelles, Countess of Harewood"
http://www.wikidata.org/entity/Q2019524,"Archduke Sigismund, Hereditary Grand Duke of Tuscany",Archduke Sigismund of Austria
http://www.wikidata.org/entity/Q2019524,"Archduke Sigismund, Hereditary Grand Duke of Tuscany",Archduke Sigismund Otto of Austria
http://www.wikidata.org/entity/Q2019524,"Archduke Sigismund, Hereditary Grand Duke of Tuscany","Archduke Sigismund Otto, Grand Duke of Tuscany"
http://www.wikidata.org/entity/Q2019524,"Archduke Sigismund, Hereditary Grand Duke of Tuscany","Archduke Sigismund, Grand Duke of Tuscany"
http://www.wikidata.org/entity/Q2019524,"Archduke Sigismund, Hereditary Grand Duke of Tuscany",Sigismund of Austria
http://www.wikidata.org/entity/Q2019524,"Archduke Sigismund, Hereditary Grand Duke of Tuscany",Sigismund Otto Erzherzog von Österreich
http://www.wikidata.org/entity/Q2019524,"Archduke Sigismund, Hereditary Grand Duke of Tuscany",Sigismund Otto of Austria
http://www.wikidata.org/entity/Q2031618,"Prince Aimone, 6th Duke of Aosta","Prince Aimone, Duke of Aosta"
http://www.wikidata.org/entity/Q2031618,"Prince Aimone, 6th Duke of Aosta",Aimone di Savoia-Aoste
http://www.wikidata.org/entity/Q2031618,"Prince Aimone, 6th Duke of Aosta",Prince Aimone of Savoy-Aosta
http://www.wikidata.org/entity/Q2031618,"Prince Aimone, 6th Duke of Aosta","Prince Aimone of Savoy-Aosta, The 6th Duke of Aosta"
http://www.wikidata.org/entity/Q2031618,"Prince Aimone, 6th Duke of Aosta","Prince Aimone of Savoy-Aosta, The Duke of Aosta"
http://www.wikidata.org/entity/Q2205590,Lord Leopold Mountbatten,Lord Leopold Arthur Louis Mountbatten
http://www.wikidata.org/entity/Q2205590,Lord Leopold Mountbatten,Major Lord Leopold Arthur Louis Mountbatten
http://www.wikidata.org/entity/Q2205590,Lord Leopold Mountbatten,Prince Leopold of Battenberg
http://www.wikidata.org/entity/Q2242035,Prince Alexander of Serbia,Prince Alexander of Yugoslavia
http://www.wikidata.org/entity/Q2278538,Princess Anne of Orléans,Anne d'Orléans
http://www.wikidata.org/entity/Q2278538,Princess Anne of Orléans,Anne Hélène Marie d'Orléans
http://www.wikidata.org/entity/Q2278538,Princess Anne of Orléans,Princess Anne Hélène Marie d'Orléans
http://www.wikidata.org/entity/Q2278538,Princess Anne of Orléans,"Princess Anne, Dowager Duchess of Aosta"
http://www.wikidata.org/entity/Q2278538,Princess Anne of Orléans,"Princess Anne, Duchess of Aosta"
http://www.wikidata.org/entity/Q2278538,Princess Anne of Orléans,"Princess Anne, The Dowager Duchess of Aosta"
http://www.wikidata.org/entity/Q2278538,Princess Anne of Orléans,"Princess Anne, The Duchess of Aosta"
http://www.wikidata.org/entity/Q2280905,Princess Helene of Waldeck and Pyrmont,Princess Helena of Waldeck and Pyrmont
http://www.wikidata.org/entity/Q2290508,"Prince Ferdinand Pius, Duke of Calabria",Ferdinand Prinz von Bourbon-Sizilien
http://www.wikidata.org/entity/Q2290508,"Prince Ferdinand Pius, Duke of Calabria",Ferdinando Pio Maria
http://www.wikidata.org/entity/Q2290508,"Prince Ferdinand Pius, Duke of Calabria",Prince Ferdinand Pius
http://www.wikidata.org/entity/Q2312463,"Princess Maria da Glória, Duchess of Segorbe",Dona Maria da Glória de Orléans-Bragança e Borbon
http://www.wikidata.org/entity/Q2312463,"Princess Maria da Glória, Duchess of Segorbe",Maria da Gloria
http://www.wikidata.org/entity/Q2314771,Prince Christoph of Hesse-Kassel,Prince Christoph Ernst August of Hesse
http://www.wikidata.org/entity/Q2314771,Prince Christoph of Hesse-Kassel,Prince Christoph of Hesse
http://www.wikidata.org/entity/Q2072516,Princess Anne d'Orléans,Anne d’Orléans
http://www.wikidata.org/entity/Q2072516,Princess Anne d'Orléans,Anne Maruerite Brigitte Marie d'Orléans
http://www.wikidata.org/entity/Q2072516,Princess Anne d'Orléans,Princess Anne d’Orléans
http://www.wikidata.org/entity/Q2072516,Princess Anne d'Orléans,Princess Anne Marguerite Brigitte Marie d'Orléans
http://www.wikidata.org/entity/Q2083425,Augustyn Józef Czartoryski,Augustyn Jozef Czartoryski
http://www.wikidata.org/entity/Q2083425,Augustyn Józef Czartoryski,Prince Joseph August Czartoryski
http://www.wikidata.org/entity/Q2099997,Baroness Gösta von dem Bussche-Haddenhausen,Gösta von dem Bussche-Haddenhausen
