person,personLabel,article
http://www.wikidata.org/entity/Q157208,"William Cavendish-Bentinck, 3rd Duke of Portland","https://en.wikipedia.org/wiki/William_Cavendish-Bentinck,_3rd_Duke_of_Portland"
http://www.wikidata.org/entity/Q161159,Charlotte of Mecklenburg-Strelitz,https://en.wikipedia.org/wiki/Charlotte_of_Mecklenburg-Strelitz
http://www.wikidata.org/entity/Q164498,"Louis IV, Grand Duke of Hesse","https://en.wikipedia.org/wiki/Louis_IV,_Grand_Duke_of_Hesse"
http://www.wikidata.org/entity/Q165349,"Frederick, Prince of Wales","https://en.wikipedia.org/wiki/Frederick,_Prince_of_Wales"
http://www.wikidata.org/entity/Q166028,Louise of Hesse-Kassel,https://en.wikipedia.org/wiki/Louise_of_Hesse-Kassel
http://www.wikidata.org/entity/Q166701,"Louis II, Grand Duke of Hesse","https://en.wikipedia.org/wiki/Louis_II,_Grand_Duke_of_Hesse"
http://www.wikidata.org/entity/Q168667,Louise of Great Britain,https://en.wikipedia.org/wiki/Louise_of_Great_Britain
http://www.wikidata.org/entity/Q181553,"Prince Karl Wilhelm I, Prince of Nassau-Usingen","https://en.wikipedia.org/wiki/Charles_William,_Prince_of_Nassau-Usingen"
http://www.wikidata.org/entity/Q203579,Countess Caroline of Erbach-Fürstenau,https://en.wikipedia.org/wiki/Countess_Caroline_of_Erbach-F%C3%BCrstenau
http://www.wikidata.org/entity/Q213601,"Karl II, Grand Duke of Mecklenburg-Strelitz","https://en.wikipedia.org/wiki/Charles_II,_Grand_Duke_of_Mecklenburg-Strelitz"
http://www.wikidata.org/entity/Q213527,"Louis I, Grand Duke of Hesse","https://en.wikipedia.org/wiki/Louis_I,_Grand_Duke_of_Hesse"
http://www.wikidata.org/entity/Q169080,"Ernest Frederick I, Duke of Saxe-Hildburghausen",https://en.wikipedia.org/wiki/Ernest_Frederick_I
http://www.wikidata.org/entity/Q213610,"Louis IX, Landgrave of Hesse-Darmstadt","https://en.wikipedia.org/wiki/Louis_IX,_Landgrave_of_Hesse-Darmstadt"
http://www.wikidata.org/entity/Q213618,Duke Ludwig of Württemberg,https://en.wikipedia.org/wiki/Duke_Louis_of_W%C3%BCrttemberg
http://www.wikidata.org/entity/Q213628,Prince Karl of Hesse-Kassel,https://en.wikipedia.org/wiki/Prince_Charles_of_Hesse-Kassel
http://www.wikidata.org/entity/Q213671,"Karl Friedrich I, Grand Duke of Baden","https://en.wikipedia.org/wiki/Charles_Frederick,_Grand_Duke_of_Baden"
http://www.wikidata.org/entity/Q213698,"Ernest II, Duke of Saxe-Gotha-Altenburg","https://en.wikipedia.org/wiki/Ernest_II,_Duke_of_Saxe-Gotha-Altenburg"
http://www.wikidata.org/entity/Q213677,"Louis VIII, Landgrave of Hesse-Darmstadt","https://en.wikipedia.org/wiki/Louis_VIII,_Landgrave_of_Hesse-Darmstadt"
http://www.wikidata.org/entity/Q213658,Prince Augustus William of Prussia,https://en.wikipedia.org/wiki/Prince_Augustus_William_of_Prussia
http://www.wikidata.org/entity/Q213716,"Joseph, Duke of Saxe-Altenburg","https://en.wikipedia.org/wiki/Joseph,_Duke_of_Saxe-Altenburg"
http://www.wikidata.org/entity/Q213888,John Maurice Hauke,https://en.wikipedia.org/wiki/Maurycy_Hauke
http://www.wikidata.org/entity/Q214050,"Frederick V, Landgrave of Hesse-Homburg","https://en.wikipedia.org/wiki/Frederick_V,_Landgrave_of_Hesse-Homburg"
http://www.wikidata.org/entity/Q214286,Franz Leopold Lafontaine,https://en.wikipedia.org/wiki/Franz_Leopold_Lafontaine
http://www.wikidata.org/entity/Q215903,"Frederick, Duke of Saxe-Hildburghausen","https://en.wikipedia.org/wiki/Frederick,_Duke_of_Saxe-Altenburg"
http://www.wikidata.org/entity/Q232202,Princess Louise Charlotte of Denmark,https://en.wikipedia.org/wiki/Princess_Charlotte_of_Denmark
http://www.wikidata.org/entity/Q233997,Princess Mary Adelaide of Cambridge,https://en.wikipedia.org/wiki/Princess_Mary_Adelaide_of_Cambridge
http://www.wikidata.org/entity/Q234308,Sophia Magdalene of Brandenburg-Kulmbach,https://en.wikipedia.org/wiki/Sophie_Magdalene_of_Brandenburg-Kulmbach
http://www.wikidata.org/entity/Q235663,Frederika Louisa of Hesse-Darmstadt,https://en.wikipedia.org/wiki/Frederica_Louisa_of_Hesse-Darmstadt
http://www.wikidata.org/entity/Q237311,"Julia, Princess of Battenberg","https://en.wikipedia.org/wiki/Julia,_Princess_of_Battenberg"
http://www.wikidata.org/entity/Q235671,Princess Louise of Saxe-Gotha-Altenburg,https://en.wikipedia.org/wiki/Princess_Louise_of_Saxe-Gotha-Altenburg_(1800%E2%80%931831)
http://www.wikidata.org/entity/Q237730,Landgravine Amalie of Hesse-Darmstadt,https://en.wikipedia.org/wiki/Princess_Amalie_of_Hesse-Darmstadt
http://www.wikidata.org/entity/Q237793,Duchess Sophia Frederica of Mecklenburg-Schwerin,https://en.wikipedia.org/wiki/Duchess_Sophia_Frederica_of_Mecklenburg-Schwerin
http://www.wikidata.org/entity/Q238639,"William Cavendish, 4th Duke of Devonshire","https://en.wikipedia.org/wiki/William_Cavendish,_4th_Duke_of_Devonshire"
http://www.wikidata.org/entity/Q238820,"Cecilia Bowes-Lyon, Countess of Strathmore and Kinghorne","https://en.wikipedia.org/wiki/Cecilia_Bowes-Lyon,_Countess_of_Strathmore_and_Kinghorne"
http://www.wikidata.org/entity/Q239487,"Anne, Princess Royal and Princess of Orange","https://en.wikipedia.org/wiki/Anne,_Princess_Royal_and_Princess_of_Orange"
http://www.wikidata.org/entity/Q240302,"Friedrich Wilhelm, Duke of Schleswig-Holstein-Sonderburg-Glücksburg","https://en.wikipedia.org/wiki/Friedrich_Wilhelm,_Duke_of_Schleswig-Holstein-Sonderburg-Gl%C3%BCcksburg"
http://www.wikidata.org/entity/Q255759,Margravine Friederike of Brandenburg-Schwedt,https://en.wikipedia.org/wiki/Princess_Friederike_of_Brandenburg-Schwedt
http://www.wikidata.org/entity/Q256638,Caroline of Orange-Nassau,https://en.wikipedia.org/wiki/Princess_Carolina_of_Orange-Nassau
http://www.wikidata.org/entity/Q257483,Landgravine Friederike of Hesse-Darmstadt,https://en.wikipedia.org/wiki/Princess_Friederike_of_Hesse-Darmstadt
http://www.wikidata.org/entity/Q259725,Princess Antoinette of Brunswick-Wolfenbüttel,https://en.wikipedia.org/wiki/Princess_Antoinette_of_Brunswick-Wolfenb%C3%BCttel
http://www.wikidata.org/entity/Q261381,Henriette of Nassau-Weilburg,https://en.wikipedia.org/wiki/Princess_Henriette_of_Nassau-Weilburg
http://www.wikidata.org/entity/Q261809,Duchess Charlotte Georgine of Mecklenburg-Strelitz,https://en.wikipedia.org/wiki/Duchess_Charlotte_Georgine_of_Mecklenburg-Strelitz
http://www.wikidata.org/entity/Q269412,George V,https://en.wikipedia.org/wiki/George_V
http://www.wikidata.org/entity/Q261889,Princess Maria Anna of Hesse-Homburg,https://en.wikipedia.org/wiki/Princess_Maria_Anna_of_Hesse-Homburg
http://www.wikidata.org/entity/Q265865,Countess Claudine Rhédey von Kis-Rhéde,https://en.wikipedia.org/wiki/Countess_Claudine_Rh%C3%A9dey_de_Kis-Rh%C3%A9de
http://www.wikidata.org/entity/Q267458,Duchess Luise of Brunswick-Wolfenbüttel,https://en.wikipedia.org/wiki/Duchess_Luise_of_Brunswick-Wolfenb%C3%BCttel
http://www.wikidata.org/entity/Q269351,Princess Elisabeth of Prussia,https://en.wikipedia.org/wiki/Princess_Elisabeth_of_Prussia
http://www.wikidata.org/entity/Q270161,Princess Louise of Hesse-Darmstadt,https://en.wikipedia.org/wiki/Princess_Louise_of_Hesse-Darmstadt_(1761%E2%80%931829)
